pruid,prname,date,numtotal,numdeathstoday
59,British Columbia,2021-02-08,70952,13
48,Alberta,2021-02-08,127036,1
47,Saskatchewan,2021-02-08,25574,2
46,Manitoba,2021-02-08,30289,4
35,Ontario,2021-02-08,279472,33
24,Quebec,2021-02-08,270911,15
10,Newfoundland and Labrador,2021-02-08,427,0
13,New Brunswick,2021-02-08,1346,0
12,Nova Scotia,2021-02-08,1586,0
11,Prince Edward Island,2021-02-08,113,0
60,Yukon,2021-02-08,70,0
61,Northwest Territories,2021-02-08,32,0
62,Nunavut,2021-02-08,299,0
99,Repatriated travellers,2021-02-08,13,0
1,Canada,2021-02-08,808120,68
59,British Columbia,2021-02-09,71387,4
48,Alberta,2021-02-09,127231,12
47,Saskatchewan,2021-02-09,25654,5
46,Manitoba,2021-02-09,30360,3
35,Ontario,2021-02-09,280494,17
24,Quebec,2021-02-09,271737,32
10,Newfoundland and Labrador,2021-02-09,457,0
13,New Brunswick,2021-02-09,1361,1
12,Nova Scotia,2021-02-09,1587,0
11,Prince Edward Island,2021-02-09,114,0
60,Yukon,2021-02-09,70,0
61,Northwest Territories,2021-02-09,33,0
62,Nunavut,2021-02-09,299,0
99,Repatriated travellers,2021-02-09,13,0
1,Canada,2021-02-09,810797,74
59,British Columbia,2021-02-10,71856,6
48,Alberta,2021-02-10,127570,6
47,Saskatchewan,2021-02-10,25843,2
46,Manitoba,2021-02-10,30417,6
35,Ontario,2021-02-10,281566,41
24,Quebec,2021-02-10,272726,34
10,Newfoundland and Labrador,2021-02-10,510,0
13,New Brunswick,2021-02-10,1375,0
12,Nova Scotia,2021-02-10,1588,0
11,Prince Edward Island,2021-02-10,114,0
60,Yukon,2021-02-10,70,0
61,Northwest Territories,2021-02-10,34,0
62,Nunavut,2021-02-10,300,0
99,Repatriated travellers,2021-02-10,13,0
1,Canada,2021-02-10,813982,95
59,British Columbia,2021-02-11,72305,9
48,Alberta,2021-02-11,127921,16
47,Saskatchewan,2021-02-11,25957,0
46,Manitoba,2021-02-11,30507,3
35,Ontario,2021-02-11,282511,18
24,Quebec,2021-02-11,273847,37
10,Newfoundland and Labrador,2021-02-11,610,0
13,New Brunswick,2021-02-11,1377,1
12,Nova Scotia,2021-02-11,1590,0
11,Prince Edward Island,2021-02-11,114,0
60,Yukon,2021-02-11,70,0
61,Northwest Territories,2021-02-11,38,0
62,Nunavut,2021-02-11,303,0
99,Repatriated travellers,2021-02-11,13,0
1,Canada,2021-02-11,817163,84
59,British Columbia,2021-02-12,72750,10
48,Alberta,2021-02-12,128235,16
47,Saskatchewan,2021-02-12,26145,2
46,Manitoba,2021-02-12,30588,4
35,Ontario,2021-02-12,283587,18
24,Quebec,2021-02-12,274831,24
10,Newfoundland and Labrador,2021-02-12,660,0
13,New Brunswick,2021-02-12,1382,0
12,Nova Scotia,2021-02-12,1590,0
11,Prince Edward Island,2021-02-12,114,0
60,Yukon,2021-02-12,70,0
61,Northwest Territories,2021-02-12,38,0
62,Nunavut,2021-02-12,303,0
99,Repatriated travellers,2021-02-12,13,0
1,Canada,2021-02-12,820306,74
59,British Columbia,2021-02-13,73202,10
48,Alberta,2021-02-13,128540,15
47,Saskatchewan,2021-02-13,26389,4
46,Manitoba,2021-02-13,30687,0
35,Ontario,2021-02-13,284887,19
24,Quebec,2021-02-13,275880,28
10,Newfoundland and Labrador,2021-02-13,686,0
13,New Brunswick,2021-02-13,1398,0
12,Nova Scotia,2021-02-13,1592,0
11,Prince Edward Island,2021-02-13,114,0
60,Yukon,2021-02-13,71,0
61,Northwest Territories,2021-02-13,38,0
62,Nunavut,2021-02-13,308,0
99,Repatriated travellers,2021-02-13,13,0
1,Canada,2021-02-13,823805,76
59,British Columbia,2021-02-14,73633,5
48,Alberta,2021-02-14,128824,5
47,Saskatchewan,2021-02-14,26550,0
46,Manitoba,2021-02-14,30765,5
35,Ontario,2021-02-14,285868,42
24,Quebec,2021-02-14,276790,12
10,Newfoundland and Labrador,2021-02-14,697,0
13,New Brunswick,2021-02-14,1400,0
12,Nova Scotia,2021-02-14,1593,0
11,Prince Edward Island,2021-02-14,114,0
60,Yukon,2021-02-14,71,0
61,Northwest Territories,2021-02-14,38,0
62,Nunavut,2021-02-14,311,0
99,Repatriated travellers,2021-02-14,13,0
1,Canada,2021-02-14,826667,69
59,British Columbia,2021-02-15,73981,7
48,Alberta,2021-02-15,129075,2
47,Saskatchewan,2021-02-15,26693,0
46,Manitoba,2021-02-15,30836,0
35,Ontario,2021-02-15,286832,13
24,Quebec,2021-02-15,277518,13
10,Newfoundland and Labrador,2021-02-15,704,0
13,New Brunswick,2021-02-15,1401,1
12,Nova Scotia,2021-02-15,1594,0
11,Prince Edward Island,2021-02-15,114,0
60,Yukon,2021-02-15,72,0
61,Northwest Territories,2021-02-15,38,0
62,Nunavut,2021-02-15,318,0
99,Repatriated travellers,2021-02-15,13,0
1,Canada,2021-02-15,829189,36
59,British Columbia,2021-02-16,74283,4
48,Alberta,2021-02-16,129338,9
47,Saskatchewan,2021-02-16,26829,3
46,Manitoba,2021-02-16,30931,4
35,Ontario,2021-02-16,287736,13
24,Quebec,2021-02-16,278187,18
10,Newfoundland and Labrador,2021-02-16,711,0
13,New Brunswick,2021-02-16,1404,1
12,Nova Scotia,2021-02-16,1597,0
11,Prince Edward Island,2021-02-16,114,0
60,Yukon,2021-02-16,72,0
61,Northwest Territories,2021-02-16,38,0
62,Nunavut,2021-02-16,323,0
99,Repatriated travellers,2021-02-16,13,0
1,Canada,2021-02-16,831576,52
59,British Columbia,2021-02-17,74710,3
48,Alberta,2021-02-17,129615,7
47,Saskatchewan,2021-02-17,26953,5
46,Manitoba,2021-02-17,31006,1
35,Ontario,2021-02-17,288583,10
24,Quebec,2021-02-17,278987,10
10,Newfoundland and Labrador,2021-02-17,755,0
13,New Brunswick,2021-02-17,1407,0
12,Nova Scotia,2021-02-17,1600,0
11,Prince Edward Island,2021-02-17,114,0
60,Yukon,2021-02-17,72,0
61,Northwest Territories,2021-02-17,42,0
62,Nunavut,2021-02-17,324,0
99,Repatriated travellers,2021-02-17,13,0
1,Canada,2021-02-17,834181,36
59,British Columbia,2021-02-18,75327,4
48,Alberta,2021-02-18,130030,7
47,Saskatchewan,2021-02-18,27099,0
46,Manitoba,2021-02-18,31143,2
35,Ontario,2021-02-18,289621,44
24,Quebec,2021-02-18,279887,10
10,Newfoundland and Labrador,2021-02-18,803,0
13,New Brunswick,2021-02-18,1411,0
12,Nova Scotia,2021-02-18,1602,0
11,Prince Edward Island,2021-02-18,115,0
60,Yukon,2021-02-18,72,0
61,Northwest Territories,2021-02-18,42,0
62,Nunavut,2021-02-18,330,0
99,Repatriated travellers,2021-02-18,13,0
1,Canada,2021-02-18,837495,67
59,British Columbia,2021-02-19,75835,6
48,Alberta,2021-02-19,130355,7
47,Saskatchewan,2021-02-19,27245,3
46,Manitoba,2021-02-19,31235,1
35,Ontario,2021-02-19,290771,47
24,Quebec,2021-02-19,280687,14
10,Newfoundland and Labrador,2021-02-19,863,0
13,New Brunswick,2021-02-19,1417,0
12,Nova Scotia,2021-02-19,1604,0
11,Prince Edward Island,2021-02-19,115,0
60,Yukon,2021-02-19,72,0
61,Northwest Territories,2021-02-19,42,0
62,Nunavut,2021-02-19,332,0
99,Repatriated travellers,2021-02-19,13,0
1,Canada,2021-02-19,840586,78
59,British Columbia,2021-02-20,76339,0
48,Alberta,2021-02-20,130735,6
47,Saskatchewan,2021-02-20,27438,3
46,Manitoba,2021-02-20,31329,3
35,Ontario,2021-02-20,291999,28
24,Quebec,2021-02-20,281456,14
10,Newfoundland and Labrador,2021-02-20,901,0
13,New Brunswick,2021-02-20,1420,0
12,Nova Scotia,2021-02-20,1608,0
11,Prince Edward Island,2021-02-20,115,0
60,Yukon,2021-02-20,72,0
61,Northwest Territories,2021-02-20,42,0
62,Nunavut,2021-02-20,338,0
99,Repatriated travellers,2021-02-20,13,0
1,Canada,2021-02-20,843805,54
59,British Columbia,2021-02-21,76814,0
48,Alberta,2021-02-21,131063,9
47,Saskatchewan,2021-02-21,27620,4
46,Manitoba,2021-02-21,31386,2
35,Ontario,2021-02-21,293086,13
24,Quebec,2021-02-21,282122,15
10,Newfoundland and Labrador,2021-02-21,926,0
13,New Brunswick,2021-02-21,1423,1
12,Nova Scotia,2021-02-21,1609,0
11,Prince Edward Island,2021-02-21,115,0
60,Yukon,2021-02-21,72,0
61,Northwest Territories,2021-02-21,42,0
62,Nunavut,2021-02-21,339,0
99,Repatriated travellers,2021-02-21,13,0
1,Canada,2021-02-21,846630,44
59,British Columbia,2021-02-22,77263,8
48,Alberta,2021-02-22,131336,16
47,Saskatchewan,2021-02-22,27797,0
46,Manitoba,2021-02-22,31475,2
35,Ontario,2021-02-22,294144,11
24,Quebec,2021-02-22,282927,10
10,Newfoundland and Labrador,2021-02-22,939,0
13,New Brunswick,2021-02-22,1424,1
12,Nova Scotia,2021-02-22,1610,0
11,Prince Edward Island,2021-02-22,115,0
60,Yukon,2021-02-22,72,0
61,Northwest Territories,2021-02-22,42,0
62,Nunavut,2021-02-22,351,0
99,Repatriated travellers,2021-02-22,13,0
1,Canada,2021-02-22,849508,48
59,British Columbia,2021-02-23,77858,1
48,Alberta,2021-02-23,131603,10
47,Saskatchewan,2021-02-23,27923,4
46,Manitoba,2021-02-23,31545,0
35,Ontario,2021-02-23,295119,12
24,Quebec,2021-02-23,283666,12
10,Newfoundland and Labrador,2021-02-23,954,0
13,New Brunswick,2021-02-23,1424,0
12,Nova Scotia,2021-02-23,1613,0
11,Prince Edward Island,2021-02-23,115,0
60,Yukon,2021-02-23,72,0
61,Northwest Territories,2021-02-23,42,0
62,Nunavut,2021-02-23,351,0
99,Repatriated travellers,2021-02-23,13,0
1,Canada,2021-02-23,852298,39
59,British Columbia,2021-02-24,78350,2
48,Alberta,2021-02-24,132033,13
47,Saskatchewan,2021-02-24,27980,3
46,Manitoba,2021-02-24,31587,1
35,Ontario,2021-02-24,296173,9
24,Quebec,2021-02-24,284472,16
10,Newfoundland and Labrador,2021-02-24,962,1
13,New Brunswick,2021-02-24,1426,0
12,Nova Scotia,2021-02-24,1616,0
11,Prince Edward Island,2021-02-24,117,0
60,Yukon,2021-02-24,72,0
61,Northwest Territories,2021-02-24,42,0
62,Nunavut,2021-02-24,351,0
99,Repatriated travellers,2021-02-24,13,0
1,Canada,2021-02-24,855194,45
59,British Columbia,2021-02-25,78782,10
48,Alberta,2021-02-25,132432,8
47,Saskatchewan,2021-02-25,28191,1
46,Manitoba,2021-02-25,31657,1
35,Ontario,2021-02-25,297311,23
24,Quebec,2021-02-25,285330,16
10,Newfoundland and Labrador,2021-02-25,972,0
13,New Brunswick,2021-02-25,1427,0
12,Nova Scotia,2021-02-25,1624,0
11,Prince Edward Island,2021-02-25,120,0
60,Yukon,2021-02-25,72,0
61,Northwest Territories,2021-02-25,42,0
62,Nunavut,2021-02-25,355,0
99,Repatriated travellers,2021-02-25,13,0
1,Canada,2021-02-25,858328,59
59,British Columbia,2021-02-26,79340,7
48,Alberta,2021-02-26,132788,3
47,Saskatchewan,2021-02-26,28344,0
46,Manitoba,2021-02-26,31719,1
35,Ontario,2021-02-26,298569,28
24,Quebec,2021-02-26,286145,11
10,Newfoundland and Labrador,2021-02-26,976,0
13,New Brunswick,2021-02-26,1428,0
12,Nova Scotia,2021-02-26,1634,0
11,Prince Edward Island,2021-02-26,121,0
60,Yukon,2021-02-26,72,0
61,Northwest Territories,2021-02-26,42,0
62,Nunavut,2021-02-26,356,0
99,Repatriated travellers,2021-02-26,13,0
1,Canada,2021-02-26,861547,50
59,British Columbia,2021-02-27,79909,0
48,Alberta,2021-02-27,133203,6
47,Saskatchewan,2021-02-27,28506,5
46,Manitoba,2021-02-27,31809,4
35,Ontario,2021-02-27,299754,16
24,Quebec,2021-02-27,287003,12
10,Newfoundland and Labrador,2021-02-27,980,1
13,New Brunswick,2021-02-27,1430,0
12,Nova Scotia,2021-02-27,1638,0
11,Prince Edward Island,2021-02-27,127,0
60,Yukon,2021-02-27,72,0
61,Northwest Territories,2021-02-27,42,0
62,Nunavut,2021-02-27,356,0
99,Repatriated travellers,2021-02-27,13,0
1,Canada,2021-02-27,864842,44
59,British Columbia,2021-02-28,80454,0
48,Alberta,2021-02-28,133504,3
47,Saskatchewan,2021-02-28,28647,0
46,Manitoba,2021-02-28,31859,2
35,Ontario,2021-02-28,300816,20
24,Quebec,2021-02-28,287740,9
10,Newfoundland and Labrador,2021-02-28,987,0
13,New Brunswick,2021-02-28,1430,1
12,Nova Scotia,2021-02-28,1641,0
11,Prince Edward Island,2021-02-28,132,0
60,Yukon,2021-02-28,72,0
61,Northwest Territories,2021-02-28,42,0
62,Nunavut,2021-02-28,357,0
99,Repatriated travellers,2021-02-28,13,0
1,Canada,2021-02-28,867694,35
59,British Columbia,2021-03-01,80929,8
48,Alberta,2021-03-01,133795,2
47,Saskatchewan,2021-03-01,28801,0
46,Manitoba,2021-03-01,31894,1
35,Ontario,2021-03-01,301839,6
24,Quebec,2021-03-01,288353,9
10,Newfoundland and Labrador,2021-03-01,989,0
13,New Brunswick,2021-03-01,1431,0
12,Nova Scotia,2021-03-01,1642,0
11,Prince Edward Island,2021-03-01,132,0
60,Yukon,2021-03-01,72,0
61,Northwest Territories,2021-03-01,42,0
62,Nunavut,2021-03-01,358,0
99,Repatriated travellers,2021-03-01,13,0
1,Canada,2021-03-01,870290,26
59,British Columbia,2021-03-02,81367,2
48,Alberta,2021-03-02,134052,2
47,Saskatchewan,2021-03-02,28938,2
46,Manitoba,2021-03-02,31950,2
35,Ontario,2021-03-02,302805,11
24,Quebec,2021-03-02,288941,9
10,Newfoundland and Labrador,2021-03-02,994,0
13,New Brunswick,2021-03-02,1435,1
12,Nova Scotia,2021-03-02,1643,0
11,Prince Edward Island,2021-03-02,136,0
60,Yukon,2021-03-02,72,0
61,Northwest Territories,2021-03-02,42,0
62,Nunavut,2021-03-02,359,0
99,Repatriated travellers,2021-03-02,13,0
1,Canada,2021-03-02,872747,29
59,British Columbia,2021-03-03,81909,7
48,Alberta,2021-03-03,134454,12
47,Saskatchewan,2021-03-03,29059,2
46,Manitoba,2021-03-03,32000,3
35,Ontario,2021-03-03,303763,17
24,Quebec,2021-03-03,289670,14
10,Newfoundland and Labrador,2021-03-03,997,0
13,New Brunswick,2021-03-03,1438,0
12,Nova Scotia,2021-03-03,1646,0
11,Prince Edward Island,2021-03-03,137,0
60,Yukon,2021-03-03,72,0
61,Northwest Territories,2021-03-03,42,0
62,Nunavut,2021-03-03,359,0
99,Repatriated travellers,2021-03-03,13,0
1,Canada,2021-03-03,875559,55
59,British Columbia,2021-03-04,82473,4
48,Alberta,2021-03-04,134785,9
47,Saskatchewan,2021-03-04,29220,2
46,Manitoba,2021-03-04,32051,1
35,Ontario,2021-03-04,304757,10
24,Quebec,2021-03-04,290377,20
10,Newfoundland and Labrador,2021-03-04,1002,0
13,New Brunswick,2021-03-04,1443,0
12,Nova Scotia,2021-03-04,1649,0
11,Prince Edward Island,2021-03-04,138,0
60,Yukon,2021-03-04,72,0
61,Northwest Territories,2021-03-04,42,0
62,Nunavut,2021-03-04,369,0
99,Repatriated travellers,2021-03-04,13,0
1,Canada,2021-03-04,878391,46
59,British Columbia,2021-03-05,83107,4
48,Alberta,2021-03-05,135196,2
47,Saskatchewan,2021-03-05,29430,2
46,Manitoba,2021-03-05,32099,1
35,Ontario,2021-03-05,306007,22
24,Quebec,2021-03-05,291175,10
10,Newfoundland and Labrador,2021-03-05,1003,0
13,New Brunswick,2021-03-05,1447,0
12,Nova Scotia,2021-03-05,1651,0
11,Prince Edward Island,2021-03-05,139,0
60,Yukon,2021-03-05,72,0
61,Northwest Territories,2021-03-05,42,0
62,Nunavut,2021-03-05,373,0
99,Repatriated travellers,2021-03-05,13,0
1,Canada,2021-03-05,881754,41
59,British Columbia,2021-03-06,83652,3
48,Alberta,2021-03-06,135537,3
47,Saskatchewan,2021-03-06,29593,3
46,Manitoba,2021-03-06,32169,1
35,Ontario,2021-03-06,306997,6
24,Quebec,2021-03-06,291924,10
10,Newfoundland and Labrador,2021-03-06,1005,0
13,New Brunswick,2021-03-06,1453,0
12,Nova Scotia,2021-03-06,1657,0
11,Prince Edward Island,2021-03-06,139,0
60,Yukon,2021-03-06,72,0
61,Northwest Territories,2021-03-06,42,0
62,Nunavut,2021-03-06,377,0
99,Repatriated travellers,2021-03-06,13,0
1,Canada,2021-03-06,884630,26
59,British Columbia,2021-03-07,84184,4
48,Alberta,2021-03-07,135841,2
47,Saskatchewan,2021-03-07,29709,2
46,Manitoba,2021-03-07,32225,1
35,Ontario,2021-03-07,308296,15
24,Quebec,2021-03-07,292631,7
10,Newfoundland and Labrador,2021-03-07,1006,0
13,New Brunswick,2021-03-07,1455,0
12,Nova Scotia,2021-03-07,1659,0
11,Prince Edward Island,2021-03-07,141,0
60,Yukon,2021-03-07,72,0
61,Northwest Territories,2021-03-07,42,0
62,Nunavut,2021-03-07,381,0
99,Repatriated travellers,2021-03-07,13,0
1,Canada,2021-03-07,887655,31
59,British Columbia,2021-03-08,84569,4
48,Alberta,2021-03-08,136119,2
47,Saskatchewan,2021-03-08,29805,1
46,Manitoba,2021-03-08,32284,1
35,Ontario,2021-03-08,309927,10
24,Quebec,2021-03-08,293210,9
10,Newfoundland and Labrador,2021-03-08,1009,0
13,New Brunswick,2021-03-08,1459,0
12,Nova Scotia,2021-03-08,1659,0
11,Prince Edward Island,2021-03-08,143,0
60,Yukon,2021-03-08,72,0
61,Northwest Territories,2021-03-08,42,0
62,Nunavut,2021-03-08,381,0
99,Repatriated travellers,2021-03-08,13,0
1,Canada,2021-03-08,890692,27
59,British Columbia,2021-03-09,85119,2
48,Alberta,2021-03-09,136374,6
47,Saskatchewan,2021-03-09,29918,1
46,Manitoba,2021-03-09,32344,1
35,Ontario,2021-03-09,311112,6
24,Quebec,2021-03-09,293860,12
10,Newfoundland and Labrador,2021-03-09,1010,0
13,New Brunswick,2021-03-09,1460,1
12,Nova Scotia,2021-03-09,1664,0
11,Prince Edward Island,2021-03-09,143,0
60,Yukon,2021-03-09,72,0
61,Northwest Territories,2021-03-09,42,0
62,Nunavut,2021-03-09,381,0
99,Repatriated travellers,2021-03-09,13,0
1,Canada,2021-03-09,893512,29
59,British Columbia,2021-03-10,85650,1
48,Alberta,2021-03-10,136773,2
47,Saskatchewan,2021-03-10,30028,1
46,Manitoba,2021-03-10,32418,1
35,Ontario,2021-03-10,312428,16
24,Quebec,2021-03-10,294652,10
10,Newfoundland and Labrador,2021-03-10,1010,0
13,New Brunswick,2021-03-10,1460,0
12,Nova Scotia,2021-03-10,1665,0
11,Prince Edward Island,2021-03-10,143,0
60,Yukon,2021-03-10,72,0
61,Northwest Territories,2021-03-10,42,0
62,Nunavut,2021-03-10,381,0
99,Repatriated travellers,2021-03-10,13,0
1,Canada,2021-03-10,896735,31
59,British Columbia,2021-03-11,86219,3
48,Alberta,2021-03-11,137137,5
47,Saskatchewan,2021-03-11,30193,0
46,Manitoba,2021-03-11,32509,3
35,Ontario,2021-03-11,313520,10
24,Quebec,2021-03-11,295390,14
10,Newfoundland and Labrador,2021-03-11,1011,0
13,New Brunswick,2021-03-11,1462,0
12,Nova Scotia,2021-03-11,1665,0
11,Prince Edward Island,2021-03-11,143,0
60,Yukon,2021-03-11,72,0
61,Northwest Territories,2021-03-11,42,0
62,Nunavut,2021-03-11,381,0
99,Repatriated travellers,2021-03-11,13,0
1,Canada,2021-03-11,899757,35
59,British Columbia,2021-03-12,86867,0
48,Alberta,2021-03-12,137562,2
47,Saskatchewan,2021-03-12,30369,3
46,Manitoba,2021-03-12,32605,1
35,Ontario,2021-03-12,314891,18
24,Quebec,2021-03-12,296129,7
10,Newfoundland and Labrador,2021-03-12,1012,0
13,New Brunswick,2021-03-12,1465,1
12,Nova Scotia,2021-03-12,1665,0
11,Prince Edward Island,2021-03-12,143,0
60,Yukon,2021-03-12,72,0
61,Northwest Territories,2021-03-12,42,0
62,Nunavut,2021-03-12,381,0
99,Repatriated travellers,2021-03-12,13,0
1,Canada,2021-03-12,903216,32
59,British Columbia,2021-03-13,87422,4
48,Alberta,2021-03-13,138036,5
47,Saskatchewan,2021-03-13,30522,1
46,Manitoba,2021-03-13,32699,4
35,Ontario,2021-03-13,316359,11
24,Quebec,2021-03-13,296918,11
10,Newfoundland and Labrador,2021-03-13,1012,0
13,New Brunswick,2021-03-13,1465,0
12,Nova Scotia,2021-03-13,1669,0
11,Prince Edward Island,2021-03-13,143,0
60,Yukon,2021-03-13,72,0
61,Northwest Territories,2021-03-13,42,0
62,Nunavut,2021-03-13,383,0
99,Repatriated travellers,2021-03-13,13,0
1,Canada,2021-03-13,906755,36
59,British Columbia,2021-03-14,87913,3
48,Alberta,2021-03-14,138424,6
47,Saskatchewan,2021-03-14,30617,2
46,Manitoba,2021-03-14,32743,1
35,Ontario,2021-03-14,318106,15
24,Quebec,2021-03-14,297592,5
10,Newfoundland and Labrador,2021-03-14,1012,0
13,New Brunswick,2021-03-14,1470,0
12,Nova Scotia,2021-03-14,1670,0
11,Prince Edward Island,2021-03-14,143,0
60,Yukon,2021-03-14,72,0
61,Northwest Territories,2021-03-14,42,0
62,Nunavut,2021-03-14,383,0
99,Repatriated travellers,2021-03-14,13,0
1,Canada,2021-03-14,910200,32
59,British Columbia,2021-03-15,88373,3
48,Alberta,2021-03-15,138788,3
47,Saskatchewan,2021-03-15,30727,0
46,Manitoba,2021-03-15,32792,0
35,Ontario,2021-03-15,319374,9
24,Quebec,2021-03-15,298186,10
10,Newfoundland and Labrador,2021-03-15,1012,0
13,New Brunswick,2021-03-15,1471,0
12,Nova Scotia,2021-03-15,1670,0
11,Prince Edward Island,2021-03-15,143,0
60,Yukon,2021-03-15,72,0
61,Northwest Territories,2021-03-15,42,0
62,Nunavut,2021-03-15,383,0
99,Repatriated travellers,2021-03-15,13,0
1,Canada,2021-03-15,913046,25
59,British Columbia,2021-03-16,88929,0
48,Alberta,2021-03-16,139143,3
47,Saskatchewan,2021-03-16,30883,2
46,Manitoba,2021-03-16,32900,0
35,Ontario,2021-03-16,320448,11
24,Quebec,2021-03-16,298747,7
10,Newfoundland and Labrador,2021-03-16,1013,0
13,New Brunswick,2021-03-16,1476,0
12,Nova Scotia,2021-03-16,1672,0
11,Prince Edward Island,2021-03-16,144,0
60,Yukon,2021-03-16,72,0
61,Northwest Territories,2021-03-16,42,0
62,Nunavut,2021-03-16,383,0
99,Repatriated travellers,2021-03-16,13,0
1,Canada,2021-03-16,915865,23
59,British Columbia,2021-03-17,89427,4
48,Alberta,2021-03-17,139622,4
47,Saskatchewan,2021-03-17,30970,1
46,Manitoba,2021-03-17,32994,0
35,Ontario,2021-03-17,321956,14
24,Quebec,2021-03-17,299450,12
10,Newfoundland and Labrador,2021-03-17,1013,0
13,New Brunswick,2021-03-17,1477,0
12,Nova Scotia,2021-03-17,1674,0
11,Prince Edward Island,2021-03-17,144,0
60,Yukon,2021-03-17,72,0
61,Northwest Territories,2021-03-17,42,0
62,Nunavut,2021-03-17,395,3
99,Repatriated travellers,2021-03-17,13,0
1,Canada,2021-03-17,919249,38
59,British Columbia,2021-03-18,90049,8
48,Alberta,2021-03-18,140127,1
47,Saskatchewan,2021-03-18,31085,1
46,Manitoba,2021-03-18,33085,1
35,Ontario,2021-03-18,323509,15
24,Quebec,2021-03-18,300152,7
10,Newfoundland and Labrador,2021-03-18,1014,0
13,New Brunswick,2021-03-18,1484,0
12,Nova Scotia,2021-03-18,1677,1
11,Prince Edward Island,2021-03-18,144,0
60,Yukon,2021-03-18,72,0
61,Northwest Territories,2021-03-18,42,0
62,Nunavut,2021-03-18,395,0
99,Repatriated travellers,2021-03-18,13,0
1,Canada,2021-03-18,922848,34
59,British Columbia,2021-03-19,90786,2
48,Alberta,2021-03-19,140823,0
47,Saskatchewan,2021-03-19,31259,3
46,Manitoba,2021-03-19,33174,1
35,Ontario,2021-03-19,325254,10
24,Quebec,2021-03-19,300916,11
10,Newfoundland and Labrador,2021-03-19,1014,0
13,New Brunswick,2021-03-19,1486,0
12,Nova Scotia,2021-03-19,1680,0
11,Prince Edward Island,2021-03-19,148,0
60,Yukon,2021-03-19,72,0
61,Northwest Territories,2021-03-19,42,0
62,Nunavut,2021-03-19,395,0
99,Repatriated travellers,2021-03-19,13,0
1,Canada,2021-03-19,927062,27
59,British Columbia,2021-03-20,91342,0
48,Alberta,2021-03-20,141379,4
47,Saskatchewan,2021-03-20,31459,3
46,Manitoba,2021-03-20,33263,1
35,Ontario,2021-03-20,327083,11
24,Quebec,2021-03-20,301691,7
10,Newfoundland and Labrador,2021-03-20,1014,0
13,New Brunswick,2021-03-20,1489,0
12,Nova Scotia,2021-03-20,1682,0
11,Prince Edward Island,2021-03-20,148,0
60,Yukon,2021-03-20,72,0
61,Northwest Territories,2021-03-20,42,0
62,Nunavut,2021-03-20,395,0
99,Repatriated travellers,2021-03-20,13,0
1,Canada,2021-03-20,931072,26
59,British Columbia,2021-03-21,91940,0
48,Alberta,2021-03-21,141934,2
47,Saskatchewan,2021-03-21,31637,1
46,Manitoba,2021-03-21,33352,7
35,Ontario,2021-03-21,328874,18
24,Quebec,2021-03-21,302339,5
10,Newfoundland and Labrador,2021-03-21,1014,0
13,New Brunswick,2021-03-21,1490,0
12,Nova Scotia,2021-03-21,1688,0
11,Prince Edward Island,2021-03-21,148,0
60,Yukon,2021-03-21,72,0
61,Northwest Territories,2021-03-21,42,0
62,Nunavut,2021-03-21,395,0
99,Repatriated travellers,2021-03-21,13,0
1,Canada,2021-03-21,934938,33
59,British Columbia,2021-03-22,92571,16
48,Alberta,2021-03-22,142390,5
47,Saskatchewan,2021-03-22,31841,0
46,Manitoba,2021-03-22,33413,1
35,Ontario,2021-03-22,330573,3
24,Quebec,2021-03-22,303051,15
10,Newfoundland and Labrador,2021-03-22,1014,0
13,New Brunswick,2021-03-22,1498,0
12,Nova Scotia,2021-03-22,1690,0
11,Prince Edward Island,2021-03-22,150,0
60,Yukon,2021-03-22,72,0
61,Northwest Territories,2021-03-22,42,0
62,Nunavut,2021-03-22,395,0
99,Repatriated travellers,2021-03-22,13,0
1,Canada,2021-03-22,938713,40
59,British Columbia,2021-03-23,93253,1
48,Alberta,2021-03-23,142855,3
47,Saskatchewan,2021-03-23,31991,1
46,Manitoba,2021-03-23,33510,0
35,Ontario,2021-03-23,332119,9
24,Quebec,2021-03-23,303707,4
10,Newfoundland and Labrador,2021-03-23,1014,0
13,New Brunswick,2021-03-23,1505,0
12,Nova Scotia,2021-03-23,1691,0
11,Prince Edward Island,2021-03-23,152,0
60,Yukon,2021-03-23,72,0
61,Northwest Territories,2021-03-23,42,0
62,Nunavut,2021-03-23,395,0
99,Repatriated travellers,2021-03-23,13,0
1,Canada,2021-03-23,942319,18
59,British Columbia,2021-03-24,93969,3
48,Alberta,2021-03-24,143547,2
47,Saskatchewan,2021-03-24,32178,1
46,Manitoba,2021-03-24,33585,0
35,Ontario,2021-03-24,333690,10
24,Quebec,2021-03-24,304490,8
10,Newfoundland and Labrador,2021-03-24,1015,0
13,New Brunswick,2021-03-24,1516,0
12,Nova Scotia,2021-03-24,1696,0
11,Prince Edward Island,2021-03-24,152,0
60,Yukon,2021-03-24,72,0
61,Northwest Territories,2021-03-24,42,0
62,Nunavut,2021-03-24,395,0
99,Repatriated travellers,2021-03-24,13,0
1,Canada,2021-03-24,946360,24
59,British Columbia,2021-03-25,94769,5
48,Alberta,2021-03-25,144311,3
47,Saskatchewan,2021-03-25,32346,2
46,Manitoba,2021-03-25,33694,1
35,Ontario,2021-03-25,336070,17
24,Quebec,2021-03-25,305435,4
